,Temps,Marteau,Acc1,Acc2
134,0.00067,0.00024238706396686639,8.686045025655444e-05,-8.064205235375508e-05
135,0.000675,0.00019518634273635267,0.00010515683800276589,-8.795818744206086e-05
136,0.00068,0.0001484001377427575,0.00014893374166732927,-8.275703433821427e-05
137,0.0006850000000000001,0.0001182181342065118,0.00020560551732317037,-6.713443536441729e-05
138,0.0006900000000000001,0.00011423459999167397,0.0002595771949193148,-4.3978715760912174e-05
139,0.0006950000000000001,0.00013626152095175107,0.00029742814566828253,-1.7298616182492084e-05
140,0.0007000000000000001,0.00017514220682497095,0.0003114762252619517,7.581644199643439e-06
141,0.000705,0.00021694638998779713,0.0003009636929780361,2.495514634201737e-05
142,0.00071,0.00024862878181067564,0.0002711483454054483,3.0910868185006485e-05
143,0.000715,0.0002628160122571699,0.00023113450800306057,2.569929389979511e-05
144,0.00072,0.00025993674775128515,0.00019127757133579473,1.4619503130655848e-05
145,0.0007250000000000001,0.0002471109348857438,0.0001607092344568518,6.273295029732414e-06
146,0.0007300000000000001,0.0002345262234019569,0.0001452954359247585,8.490703941116818e-06
147,0.0007350000000000001,0.00023093178317130133,0.00014631154971972294,2.3803076846485774e-05
148,0.0007400000000000001,0.00024007182547951614,0.00016019443136220326,4.70127803244893e-05
149,0.0007450000000000001,0.0002593681404715401,0.00017966450908017966,6.662647297536191e-05
150,0.00075,0.00028120772514166883,0.00019614546369885538,6.997037070828404e-05
151,0.000755,0.0002961896079721146,0.0002028321279569756,4.97162264612973e-05
152,0.00076,0.0002969971498666125,0.000197282645558148,8.514533879661081e-06
153,0.0007650000000000001,0.0002814034529963798,0.00018238567359410955,-4.0868870326040805e-05
154,0.0007700000000000001,0.0002533030843849854,0.0001651181821752148,-8.035647884859634e-05
155,0.0007750000000000001,0.00022142502679706988,0.00015346971193116906,-9.423042594607635e-05
156,0.0007800000000000001,0.00019623707516632798,0.00015280806867898664,-7.606796561783732e-05
